class last.change n5.d3 n5.d4 n10.d3 n10.d4 dist.d3 last.d3 last.d4 dist.d4  r3.sdl r3.sap r4.sdl r4.sap
 2 0 0 27 0 40 -1 -1 1 0 0 0 15 18
 2 0 25 16 134 24 2 0 1 0 23 19 16 17
 2 23 0 10 2 76 5.831 0 3.606 0 0 0 0 0
 4 0 0 60 0 124 -1 -1 0 0 0 0 28 21
 2 23 2 0 15 11 4.472 0 8 0 0 0 0 0
 2 23 0 0 0 2 -1 -1 9.434 0 0 0 0 0
 3 0 62 0 178 19 0 0 5.657 0 27 23 3 0
 2 23 11 0 45 9 1 0 8 0 9 12 0 0
 2 23 29 0 92 13 1 0 6.325 0 17 20 0 0
 3 0 77 0 224 1 0 0 10 0 24 23 0 0
 4 0 0 81 2 312 9.899 0 0 0 0 0 26 28
 2 23 0 6 0 29 -1 -1 3 0 0 0 0 0
 2 23 2 1 17 32 4.243 0 5 0 8 6 0 0
 2 0 0 0 2 4 9.434 0 8.602 0 0 0 0 0
 3 0 5 0 9 20 0 0 7.211 0 14 9 0 0
 2 23 0 0 0 9 -1 -1 8 0 0 0 0 0
 2 0 0 0 2 2 9.22 0 8.944 0 0 0 10 6
 2 0 4 0 103 19 4.472 0 6.403 0 0 0 0 0
 3 0 48 0 153 14 0 0 8.544 0 28 25 5 6
 2 23 0 13 1 62 9.899 0 3 0 0 0 13 2
 2 0 7 0 10 0 3.162 0 -1 -1 13 13 0 0
 1 0 0 0 44 0 6 0 -1 -1 13 7 0 0
 2 23 0 3 2 42 9 0 4.472 0 0 0 20 1
 2 0 0 0 20 24 6 0 6.708 0 5 2 0 0
 2 0 0 7 0 101 -1 -1 3 0 0 0 6 13
 2 0 0 7 2 17 7 0 1 0 0 0 13 11
 2 0 0 8 2 60 8 0 3.162 0 0 0 18 3
 2 0 1 0 2 6 4.472 0 7.211 0 0 0 0 0
 2 0 0 0 29 1 7.81 0 9.055 0 23 2 0 0
 4 0 1 80 23 257 5 0 0 0 11 4 30 27
 2 0 0 0 9 25 7.616 0 7 0 10 12 20 8
 2 0 8 19 42 28 3.606 0 1 0 13 10 16 21
 2 0 0 0 3 0 9.22 0 -1 -1 0 0 0 0
 4 0 0 41 0 60 -1 -1 0 0 0 0 24 21
 2 0 0 3 4 11 9.22 0 4 0 17 2 0 0
 4 0 32 49 114 187 1 0 0 0 26 22 20 24
 2 23 13 49 25 266 2.828 0 1 0 5 0 26 2
 2 0 0 0 0 1 -1 -1 10 0 0 0 0 0
 4 0 7 61 36 161 3 0 0 0 17 5 23 23
 2 23 11 4 33 21 2.236 0 3.606 0 5 0 0 0
 2 23 0 9 30 38 5.831 0 3.606 0 5 6 0 0
 4 0 9 29 29 89 2 0 0 0 0 0 26 20
 3 0 45 4 117 8 0 0 2.236 0 21 21 10 8
 2 0 0 0 1 24 9.849 0 5.831 0 0 0 2 0
 3 0 81 0 225 26 0 0 6.083 0 27 24 5 4
 3 0 29 17 113 63 0 0 2.236 0 27 20 21 19
 2 0 29 0 106 46 2 0 6.325 0 11 9 5 2
 2 0 0 0 13 7 7.28 0 7.071 0 0 0 0 0
 2 0 22 0 33 0 2 0 -1 -1 9 11 0 0
 4 0 1 80 45 247 5 0 0 0 5 6 36 25
 2 22 41 6 131 79 1 0 4.123 0 23 21 0 0
 3 0 27 12 74 77 0 0 2.828 0 28 24 5 4
 2 0 0 14 39 52 5.385 0 2.828 0 14 6 5 7
 4 0 8 56 12 135 3 0 0 0 0 0 24 24
 4 0 6 75 60 253 4.123 0 0 0 14 16 35 26
 2 15 0 0 2 0 9.487 0 -1 -1 5 6 0 0
 2 15 12 0 92 0 3.606 0 -1 -1 21 11 0 0
 2 23 0 0 0 4 -1 -1 7.211 0 0 0 0 0
 2 0 16 1 24 1 1 0 3.162 0 14 20 0 0
 2 23 0 2 0 8 -1 -1 1 0 0 0 8 0
 2 23 0 0 0 34 -1 -1 8.062 0 0 0 0 0
 2 0 0 2 0 69 -1 -1 5 0 0 0 0 0
 3 0 69 3 208 20 0 0 4 0 25 24 0 0
 3 0 56 5 160 62 0 0 4 0 25 25 12 14
 2 23 0 0 0 19 -1 -1 7 0 0 0 0 0
 2 0 0 26 24 102 5.657 0 1.414 0 8 6 23 18
 2 23 0 0 0 4 -1 -1 7.071 0 0 0 0 0
 1 0 30 12 161 46 2.236 0 2.828 0 20 19 0 0
 2 0 16 0 101 6 2.828 0 7 0 21 18 5 0
 2 0 1 21 4 34 5 0 1.414 0 0 0 12 16
 2 23 0 2 4 23 6.403 0 4.472 0 1 0 21 1
 3 0 20 0 49 4 0 0 7.616 0 15 21 0 0
 2 0 1 9 22 80 5 0 3.606 0 5 0 5 3
 2 0 3 2 27 8 3.606 0 5 0 5 6 0 0
 3 0 64 16 146 116 0 0 1.414 0 29 23 32 23
 2 0 0 0 2 14 7.211 0 6.083 0 0 0 9 7
 2 15 34 0 108 0 1.414 0 -1 -1 28 23 0 0
 2 23 0 0 0 34 -1 -1 5.099 0 0 0 0 0
 4 0 2 79 56 223 5 0 0 0 5 0 28 26
 2 23 0 0 1 0 10 0 -1 -1 0 0 0 0
 4 0 0 61 5 181 9 0 0 0 0 0 25 22
 2 15 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 4 0 0 71 16 153 6.325 0 0 0 0 0 26 22
 2 0 0 0 9 6 7.28 0 8.944 0 14 4 15 8
 3 0 59 4 171 28 0 0 3.606 0 26 24 10 7
 2 23 0 13 0 81 -1 -1 3 0 0 0 0 0
 4 0 0 79 0 264 -1 -1 0 0 0 0 32 27
 2 0 2 0 5 0 2.828 0 -1 -1 3 0 0 0
 2 0 0 10 3 33 8.944 0 1 0 0 0 15 15
 4 0 0 69 0 236 -1 -1 0 0 0 0 32 26
 4 0 0 81 0 295 -1 -1 0 0 0 0 31 28
 3 0 30 32 103 122 0 0 1.414 0 25 22 24 20
 2 0 0 0 0 40 -1 -1 7.071 0 0 0 0 0
 3 0 65 2 212 31 0 0 4.123 0 26 25 0 0
 2 0 0 0 43 3 5.099 0 9.055 0 12 14 0 0
 4 0 16 33 28 79 2.236 0 0 0 10 6 24 21
 4 0 1 76 9 187 5 0 0 0 0 0 32 28
 2 0 2 0 2 6 3.606 0 6.403 0 0 0 0 0
 3 0 46 0 152 0 0 0 -1 -1 29 22 0 0
 2 0 9 6 50 66 2.236 0 4.123 0 15 7 16 11
 3 0 20 0 55 2 0 0 5.099 0 29 22 0 0
 2 23 0 1 0 4 -1 -1 5 0 0 0 0 0
 2 0 0 0 0 20 -1 -1 8.062 0 0 0 0 0
 1 0 4 5 4 50 2.236 0 3.606 0 5 3 0 0
 2 23 0 9 0 86 -1 -1 3 0 0 0 0 0
 2 0 0 0 13 0 7.211 0 -1 -1 0 0 0 0
 4 0 23 37 103 82 1.414 0 0 0 14 16 21 20
 3 0 60 21 127 182 0 0 2.236 0 25 25 29 16
 2 23 0 0 0 2 -1 -1 9.899 0 0 0 0 0
 2 0 0 0 3 13 9.22 0 8.544 0 0 0 13 11
 4 0 0 21 6 77 8.246 0 0 0 0 0 19 19
 3 0 37 0 127 0 0 0 -1 -1 28 21 5 0
 2 23 9 0 23 13 1 0 6.325 0 18 15 0 0
 2 0 0 0 0 13 -1 -1 7.81 0 0 0 0 0
 3 0 29 41 43 135 0 0 1 0 21 22 20 21
 4 0 2 51 4 118 4.472 0 0 0 0 0 23 24
 4 0 10 70 57 159 2.828 0 0 0 13 15 30 24
 2 0 2 0 18 2 4.123 0 7.211 0 7 9 0 0
 2 0 7 0 41 1 3.606 0 9.487 0 14 6 0 0
 2 0 2 20 6 58 3 0 2.236 0 24 4 5 3
 4 0 0 48 3 186 6.403 0 0 0 0 0 29 25
 2 0 0 4 0 4 -1 -1 2 0 0 0 8 1
 4 0 0 81 31 285 5.099 0 0 0 5 6 28 23
 4 0 2 59 2 144 1 0 0 0 5 0 24 23
 2 23 0 21 0 44 -1 -1 2 0 0 0 0 0
 3 0 46 35 128 172 0 0 1.414 0 25 24 24 20
 2 15 0 0 20 0 6 0 -1 -1 5 5 0 0
 2 0 0 0 7 7 8.246 0 7 0 0 0 7 4
 3 0 81 0 291 5 0 0 8 0 32 26 0 0
 2 18 4 0 51 7 4 0 6.083 0 0 0 0 0
 4 0 0 28 5 69 7.81 0 0 0 0 0 23 17
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 9 0 12 0 2.236 0 -1 -1 5 5 0 0
 2 23 18 14 35 19 1 0 2.828 0 17 14 0 0
 1 0 34 5 173 49 1 0 4.243 0 17 21 0 0
 3 0 36 19 89 78 0 0 1.414 0 26 24 17 15
 2 23 0 0 18 0 7.81 0 -1 -1 9 6 0 0
 2 0 0 0 4 4 8.602 0 9.055 0 1 0 0 0
 2 0 39 4 126 33 1 0 4 0 19 22 11 10
 4 0 0 55 0 132 -1 -1 0 0 0 0 24 22
 3 0 6 0 8 6 0 0 7.28 0 8 4 0 0
 2 23 0 44 9 142 8.062 0 1 0 0 0 29 4
 4 0 4 75 9 253 4 0 0 0 3 0 23 27
 2 0 0 0 33 1 6 0 10 0 14 9 0 0
 3 0 47 0 151 0 0 0 -1 -1 28 24 0 0
 2 0 0 1 6 4 8.062 0 5 0 0 0 5 0
 2 23 0 2 1 2 10 0 4.123 0 0 0 0 0
 3 0 79 0 207 40 0 0 6.083 0 30 27 5 2
 2 21 30 37 109 101 1 0 1 0 21 23 23 5
 4 0 0 32 0 85 -1 -1 0 0 30 2 24 21
 4 0 2 47 12 132 2 0 0 0 5 0 23 21
 2 24 0 2 0 66 -1 -1 5 0 0 0 0 0
 2 23 0 3 2 54 7.616 0 4.243 0 0 0 0 0
 4 0 0 45 10 128 8.246 0 0 0 5 5 26 23
 2 15 0 6 6 49 7.81 0 2.828 0 18 3 0 0
 4 0 0 36 3 107 6.403 0 0 0 0 0 23 25
 4 0 0 48 8 184 5.385 0 0 0 5 7 34 25
 2 23 0 5 0 29 -1 -1 3.162 0 0 0 0 0
 2 0 5 0 31 5 4.123 0 6.708 0 5 5 7 6
 2 0 0 0 3 37 6.708 0 5.831 0 0 0 11 9
 2 15 9 0 59 0 3.162 0 -1 -1 11 16 0 0
 2 0 0 8 4 25 7.28 0 3.606 0 0 0 15 1
 2 23 2 0 2 63 4 0 5.385 0 2 0 0 0
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 0 0 0 7 -1 -1 9.055 0 0 0 0 0
 4 0 0 81 27 287 7.071 0 0 0 0 0 33 28
 2 23 0 0 0 10 -1 -1 6.708 0 0 0 0 0
 4 0 0 21 24 46 6 0 0 0 0 0 14 19
 2 15 1 20 8 83 5 0 2 0 5 1 15 7
 2 23 0 0 30 0 5.831 0 -1 -1 7 9 0 0
 2 0 0 4 22 41 7 0 4 0 5 4 5 7
 4 0 30 41 98 137 1 0 0 0 25 22 22 22
 2 0 0 0 37 11 6.708 0 6.708 0 15 6 0 0
 2 0 0 26 0 110 -1 -1 1.414 0 0 0 27 19
 1 0 0 0 12 0 7.81 0 -1 -1 5 3 0 0
 2 0 3 0 18 25 4.123 0 7.071 0 5 6 0 0
 3 0 50 5 58 52 0 0 4 0 19 22 9 7
 3 0 79 0 196 19 0 0 6 0 22 26 5 8
 2 0 0 27 0 95 -1 -1 1.414 0 0 0 26 24
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 23 0 0 33 0 6.083 0 -1 -1 0 0 0 0
 2 24 36 9 125 67 1 0 3.606 0 20 21 0 0
 2 0 0 0 58 13 5.831 0 7.81 0 0 0 0 0
 2 0 0 1 23 7 7 0 4.123 0 0 0 0 0
 2 0 1 30 2 108 4.123 0 2.236 0 0 0 23 15
 4 0 0 28 1 97 10 0 0 0 3 0 27 21
 2 23 0 0 2 2 9 0 9.434 0 6 5 0 0
 2 23 0 0 14 2 7.616 0 9.487 0 0 0 0 0
 3 0 62 19 133 166 0 0 2.828 0 25 24 9 11
 2 0 8 16 20 39 2.236 0 3 0 22 7 14 9
 2 0 0 0 3 10 8.246 0 9.22 0 0 0 0 0
 3 0 78 0 206 57 0 0 6.083 0 23 25 24 8
 3 0 40 0 82 11 0 0 5.385 0 24 21 5 7
 2 0 5 3 40 3 4 0 2.236 0 5 2 5 0
 3 0 76 2 223 53 0 0 3.162 0 26 24 12 14
 2 0 2 39 3 122 3.606 0 1 0 0 0 21 23
 2 0 0 0 22 14 5.099 0 8 0 0 0 0 0
 2 15 6 43 11 114 2.236 0 1 0 12 14 23 10
 2 15 3 17 9 133 1.414 0 3.162 0 22 4 23 9
 2 23 0 1 2 50 8 0 5 0 0 0 0 0
 2 15 0 0 11 2 9.055 0 9.487 0 0 0 0 0
 2 0 0 19 4 25 5.099 0 1.414 0 0 0 18 20
 4 0 12 46 29 126 3.162 0 0 0 5 2 25 23
 4 0 45 29 141 144 1 0 0 0 22 21 20 23
 3 0 66 6 135 13 0 0 3.606 0 21 21 5 0
 2 23 0 1 0 22 -1 -1 4.472 0 0 0 0 0
 3 0 45 36 101 216 0 0 2 0 27 19 32 22
 4 0 1 80 55 254 5 0 0 0 5 7 29 28
 2 23 13 15 60 82 2 0 2.828 0 11 9 0 0
 4 0 0 81 19 258 7.211 0 0 0 12 5 32 26
 2 0 8 31 87 54 3 0 1 0 5 4 23 22
 2 0 0 0 8 18 6.083 0 6.083 0 0 0 0 0
 2 0 7 2 71 22 2.236 0 1.414 0 19 13 14 10
 2 23 4 0 25 12 3.606 0 8.485 0 5 1 0 0
 4 0 60 15 211 32 1 0 0 0 26 20 12 19
 2 0 0 0 2 0 9.487 0 -1 -1 0 0 0 0
 3 0 47 0 96 0 0 0 -1 -1 22 22 0 0
 2 0 0 0 13 0 8.485 0 -1 -1 5 6 0 0
 2 0 7 1 8 8 2.236 0 5 0 4 0 0 0
 3 0 58 14 148 80 0 0 2.236 0 23 23 21 23
 4 0 3 55 3 171 3.162 0 0 0 0 0 26 23
 3 0 6 26 13 85 0 0 1 0 9 16 23 19
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 3 4 3 55 3.162 0 2.828 0 5 0 24 8
 2 22 28 0 132 35 2 0 6 0 18 17 0 0
 2 23 0 0 0 9 -1 -1 7.28 0 0 0 0 0
 1 0 36 0 141 11 2 0 6.708 0 15 18 0 0
 1 0 51 0 154 0 1 0 -1 -1 21 22 0 0
 2 0 0 0 29 0 5.657 0 -1 -1 0 0 10 4
 2 0 0 0 19 9 5.657 0 8.485 0 0 0 0 0
 3 0 63 1 192 7 0 0 4.472 0 24 26 0 0
 2 19 8 5 48 50 3.162 0 2 0 12 14 0 0
 3 0 44 0 108 28 0 0 6 0 26 22 23 7
 2 0 0 0 0 4 -1 -1 9.22 0 0 0 0 0
 2 23 0 30 4 44 9.055 0 1 0 3 0 23 2
 2 0 7 8 31 9 2 0 2.828 0 1 0 21 2
 2 0 4 8 90 37 4 0 2.828 0 13 10 19 11
 3 0 55 2 190 38 0 0 5 0 30 24 5 6
 2 15 0 0 0 14 -1 -1 6.708 0 0 0 0 0
 3 0 68 5 201 25 0 0 3.606 0 25 24 5 0
 2 0 0 0 2 24 9.487 0 5.657 0 0 0 10 6
 1 0 22 0 48 6 1.414 0 5.099 0 19 21 0 0
 2 23 0 0 0 85 -1 -1 5.831 0 0 0 0 0
 1 0 0 0 34 0 5.657 0 -1 -1 5 1 0 0
 2 23 13 0 69 6 4 0 7.81 0 5 7 0 0
 3 0 57 0 146 0 0 0 -1 -1 32 27 0 0
 4 0 11 70 56 168 2.236 0 0 0 6 12 31 25
 2 23 0 40 0 60 -1 -1 1 0 0 0 22 2
 3 0 25 0 120 15 0 0 6.325 0 33 25 5 5
 2 15 0 17 26 67 5.831 0 2 0 5 5 20 9
 2 0 1 2 50 2 5 0 1 0 26 3 5 1
 1 0 0 0 1 3 10 0 9 0 0 0 0 0
 2 22 30 0 100 36 1 0 7 0 22 21 0 0
 4 0 7 70 30 266 3.162 0 0 0 5 0 31 31
 4 0 36 45 139 106 1.414 0 0 0 21 19 25 20
 2 0 0 5 6 55 8.544 0 4.243 0 0 0 13 8
 2 0 11 9 117 71 2 0 3.162 0 15 18 14 8
 2 0 0 2 35 11 6 0 5 0 8 8 18 8
 2 0 0 0 6 10 7.28 0 7 0 0 0 0 0
 3 0 37 6 102 21 0 0 1 0 24 21 16 7
 2 0 0 5 2 53 9 0 3.606 0 0 0 5 10
 1 0 3 0 52 7 4.123 0 9.22 0 14 13 0 0
 3 0 41 13 152 19 0 0 1.414 0 23 21 20 12
 2 0 14 0 70 41 2.828 0 5.385 0 11 17 10 6
 4 0 3 67 25 265 4 0 0 0 13 10 29 27
 4 0 13 64 162 87 3 0 0 0 15 13 23 19
 2 0 0 0 17 0 6.403 0 -1 -1 9 9 0 0
 4 0 4 75 77 233 3.162 0 0 0 5 5 30 26
 2 0 28 0 99 8 1.414 0 8.485 0 24 20 0 0
 1 0 43 11 163 35 1 0 2 0 33 23 0 0
 2 0 0 0 2 11 7.071 0 5.385 0 0 0 5 1
 2 0 0 1 0 4 -1 -1 5 0 0 0 5 0
 2 0 0 10 9 70 5.099 0 3.162 0 12 4 6 8
 4 0 7 69 46 183 3 0 0 0 10 15 28 23
 2 0 0 0 0 7 -1 -1 9.22 0 0 0 0 0
 2 23 0 0 19 15 7.071 0 6 0 5 7 22 1
 3 0 37 21 88 100 0 0 3 0 23 23 15 15
 2 0 8 18 26 39 1 0 2.236 0 23 16 7 10
 2 0 1 0 12 62 5 0 5.831 0 21 2 7 7
 2 0 15 0 32 8 1 0 8.602 0 10 12 0 0
 2 23 2 0 70 20 5 0 6.083 0 5 1 0 0
 2 23 25 19 66 102 1.414 0 2.828 0 12 15 0 0
 2 0 0 0 0 11 -1 -1 7.28 0 0 0 7 8
 4 0 47 9 160 49 1 0 0 0 26 24 28 20
 4 0 8 58 47 143 3 0 0 0 17 2 26 21
 2 0 11 13 34 45 3.606 0 2 0 11 7 12 6
 2 21 31 0 117 29 1.414 0 6.325 0 24 22 0 0
 2 0 0 0 0 8 -1 -1 5.831 0 0 0 0 0
 3 0 50 23 144 30 0 0 1 0 23 20 32 22
 2 0 0 4 0 4 -1 -1 2 0 0 0 0 0
 2 23 0 24 0 44 -1 -1 1 0 0 0 0 0
 2 23 0 0 2 59 6 0 5.831 0 0 0 0 0
 3 0 10 31 18 78 0 0 2 0 14 16 14 15
 2 23 0 0 0 6 -1 -1 8.062 0 0 0 0 0
 4 0 0 58 1 119 9.849 0 0 0 0 0 29 23
 2 23 0 4 5 44 6.708 0 4 0 7 8 0 0
 2 23 0 5 5 32 8.062 0 4.243 0 0 0 0 0
 3 0 57 0 162 0 0 0 -1 -1 21 22 0 0
 2 23 0 2 0 4 -1 -1 2 0 0 0 0 0
 2 23 0 4 0 79 -1 -1 4.243 0 0 0 0 0
 2 23 1 0 49 20 5 0 6.325 0 13 6 0 0
 4 0 0 32 2 58 7.616 0 0 0 0 0 25 21
 4 0 9 52 22 109 1 0 0 0 12 15 32 21
 2 0 0 0 4 44 6.325 0 5.385 0 0 0 5 0
 2 0 11 0 30 2 2 0 8.602 0 22 4 0 0
 4 0 13 32 59 60 2 0 0 0 14 10 23 19
 2 15 1 0 41 33 5 0 6.403 0 0 0 0 0
 2 0 0 4 9 34 5.385 0 4.123 0 5 0 5 7
 4 0 26 41 78 86 1 0 0 0 16 22 17 17
 2 0 0 0 7 46 9 0 6.083 0 0 0 19 12
 1 0 23 0 62 7 3 0 5.385 0 13 9 0 0
 2 0 0 0 27 0 5.099 0 -1 -1 5 9 0 0
 2 0 0 3 2 4 7.81 0 3.606 0 0 0 0 0
 3 0 45 17 136 109 0 0 2.828 0 24 24 21 17
 1 0 9 0 89 0 2.828 0 -1 -1 5 5 0 0
 4 0 0 77 27 159 5.099 0 0 0 12 8 31 24
 3 0 43 38 82 164 0 0 1 0 23 24 27 22
 3 0 68 10 171 87 0 0 3.606 0 24 24 15 11
 4 0 4 36 75 62 3.606 0 0 0 21 21 27 20
 2 23 1 1 5 35 5 0 5 0 12 1 0 0
 2 0 23 0 104 17 2.236 0 6.083 0 23 18 0 0
 2 22 1 24 19 79 5 0 1.414 0 8 9 27 2
 2 0 0 0 12 36 8 0 6.325 0 0 0 5 9
 3 0 20 61 40 188 0 0 1 0 25 17 23 20
 4 0 9 72 12 283 1 0 0 0 12 11 23 26
 2 23 0 24 29 82 5.099 0 2.236 0 0 0 0 0
 2 0 0 0 1 6 10 0 6.325 0 0 0 0 0
 2 15 20 0 50 0 1 0 -1 -1 24 23 0 0
 2 0 1 0 3 5 5 0 5.385 0 0 0 0 0
 2 0 1 0 78 2 5 0 9.22 0 7 11 0 0
 2 0 0 0 2 4 7.071 0 7.071 0 0 0 0 0
 3 0 43 4 126 17 0 0 1 0 20 22 9 7
 4 0 0 66 2 69 9.434 0 0 0 0 0 23 22
 2 0 0 0 6 8 8.544 0 8.246 0 1 0 0 0
 1 0 40 0 165 16 2 0 6.083 0 21 22 0 0
 2 0 0 2 7 12 6 0 4.123 0 0 0 5 6
 3 0 52 4 198 42 0 0 3.606 0 25 25 17 6
 2 23 0 4 0 32 -1 -1 3.162 0 0 0 0 0
 4 0 19 31 82 62 2.236 0 0 0 19 12 21 24
 4 0 10 64 97 195 3.606 0 0 0 5 11 24 21
 2 0 0 0 2 2 9.849 0 9.899 0 29 2 0 0
 2 23 0 3 36 29 7.616 0 4 0 0 0 0 0
 2 15 3 12 3 116 2.236 0 2 0 18 3 14 9
 4 0 1 68 12 201 5 0 0 0 0 0 28 25
 2 0 9 0 28 0 3.162 0 -1 -1 20 12 0 0
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 3 0 46 15 98 100 0 0 2 0 27 24 30 17
 2 23 0 40 0 184 -1 -1 1 0 9 9 28 4
 4 0 41 5 164 5 1 0 0 0 29 23 15 18
 3 0 81 0 248 8 0 0 7.81 0 26 25 0 0
 2 23 0 20 5 126 8.485 0 2.828 0 0 0 30 2
 2 0 2 0 2 0 3.606 0 -1 -1 5 0 12 7
 2 0 0 7 0 45 -1 -1 3.162 0 0 0 21 11
 4 0 1 60 34 131 5 0 0 0 0 0 27 25
 2 0 7 0 76 50 4 0 5.099 0 9 13 17 12
 3 0 54 2 122 38 0 0 4.472 0 20 21 18 8
 3 0 79 0 238 2 0 0 9.434 0 25 23 5 0
 2 18 16 4 123 54 3 0 2.236 0 22 16 0 0
 2 23 0 0 0 49 -1 -1 6.325 0 0 0 0 0
 4 0 0 81 7 305 8.485 0 0 0 0 0 34 29
 2 23 0 0 3 0 9 0 -1 -1 7 8 0 0
 3 0 76 0 213 14 0 0 5.831 0 28 24 0 0
 2 0 0 0 0 14 -1 -1 7.211 0 5 4 0 0
 2 0 16 0 33 0 2.236 0 -1 -1 20 12 0 0
 1 0 5 0 134 0 4 0 -1 -1 12 11 0 0
 1 0 3 0 64 0 4.243 0 -1 -1 8 6 0 0
 2 23 0 16 0 93 -1 -1 2.828 0 0 0 0 0
 2 0 3 0 18 12 3.162 0 7 0 14 7 5 6
 2 23 4 11 47 59 3.606 0 2.236 0 11 10 25 3
 2 23 1 0 33 6 5 0 9.22 0 5 2 0 0
 4 0 0 75 23 271 5.099 0 0 0 0 0 31 30
 3 0 51 13 170 83 0 0 3 0 24 24 18 14
 2 23 0 0 0 10 -1 -1 8.485 0 5 6 0 0
 4 0 0 58 4 132 8.944 0 0 0 0 0 20 22
 2 0 15 8 72 46 2 0 2.828 0 14 9 5 9
 3 0 55 0 182 0 0 0 -1 -1 34 24 0 0
 2 15 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 9 0 62 21 3.162 0 6.403 0 23 14 0 0
 2 0 11 1 89 24 2.828 0 5 0 12 14 12 4
 2 23 0 0 2 0 9.434 0 -1 -1 0 0 0 0
 3 0 46 0 181 1 0 0 10 0 27 21 0 0
 2 0 0 0 18 45 5.831 0 6.403 0 0 0 5 0
 2 23 0 0 0 4 -1 -1 9.22 0 0 0 0 0
 4 0 16 53 141 86 3.606 0 0 0 16 10 23 22
 4 0 0 68 14 207 8.944 0 0 0 5 6 27 25
 2 23 0 28 1 175 9.487 0 2.828 0 0 0 22 1
 3 0 49 1 107 13 0 0 5 0 26 24 0 0
 4 0 46 17 141 17 1 0 0 0 25 27 22 21
 2 0 0 4 14 27 8.485 0 2.236 0 0 0 14 3
 4 0 0 40 3 119 9 0 0 0 0 0 23 27
 3 0 63 14 233 21 0 0 2 0 24 23 8 11
 2 23 0 0 43 0 5.099 0 -1 -1 5 2 0 0
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 0 0 22 0 7.81 0 -1 -1 5 1 0 0
 4 0 0 81 15 289 8.062 0 0 0 29 2 28 30
 2 0 3 0 15 26 3.606 0 6.708 0 15 8 19 15
 2 0 2 35 62 59 4.472 0 1 0 14 19 23 20
 2 23 0 0 5 13 8.944 0 8.062 0 23 2 0 0
 2 0 0 0 11 24 5.385 0 5.831 0 0 0 11 6
 3 0 70 10 136 96 0 0 3 0 32 25 5 8
 4 0 7 74 18 275 3.162 0 0 0 0 0 31 28
 4 0 0 52 12 159 7.211 0 0 0 0 0 29 25
 2 23 26 0 88 7 1.414 0 7.071 0 18 18 0 0
 2 23 0 0 0 4 -1 -1 6.708 0 0 0 0 0
 2 15 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 3 0 53 2 144 54 0 0 4.123 0 31 24 7 4
 3 0 74 0 145 14 0 0 7.616 0 25 21 5 6
 4 0 7 60 24 133 3.606 0 0 0 5 6 18 24
 2 15 15 0 82 0 3 0 -1 -1 20 14 0 0
 2 0 2 0 11 14 4.123 0 7.211 0 0 0 0 0
 3 0 67 5 146 83 0 0 3.162 0 24 24 5 11
 3 0 75 5 273 19 0 0 3.606 0 23 24 5 0
 2 23 2 2 16 2 4.472 0 4.243 0 0 0 0 0
 2 0 0 0 16 20 7.071 0 5.385 0 5 7 0 0
 2 0 0 0 4 8 8.602 0 7 0 0 0 0 0
 4 0 8 73 30 275 2 0 0 0 5 0 30 27
 2 23 0 21 0 77 -1 -1 2 0 0 0 0 0
 2 0 0 0 49 14 5.385 0 7.071 0 16 11 13 7
 3 0 53 0 175 11 0 0 7.071 0 22 21 0 0
 3 0 2 0 2 3 0 0 8.544 0 5 0 0 0
 3 0 81 0 267 4 0 0 8.944 0 26 25 0 0
 2 23 18 14 39 19 1 0 2.236 0 16 16 0 0
 3 0 79 0 225 0 0 0 -1 -1 27 26 0 0
 2 0 6 0 8 8 1 0 6.403 0 8 1 0 0
 4 0 0 57 15 134 5.657 0 0 0 0 0 24 23
 2 23 0 25 3 97 8.944 0 1 0 0 0 22 2
 4 0 4 49 65 70 3.606 0 0 0 15 16 19 22
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 0 0 3 0 6.325 0 -1 -1 15 5 0 0
 4 0 3 39 33 68 3.606 0 0 0 6 8 22 23
 2 23 0 0 39 3 6.403 0 5.831 0 23 1 0 0
 4 0 0 81 21 251 7 0 0 0 27 3 35 30
 4 0 14 55 86 123 3.606 0 0 0 17 14 19 22
 4 0 0 34 0 90 -1 -1 0 0 11 9 25 22
 2 15 0 0 51 0 6.708 0 -1 -1 14 6 0 0
 1 0 37 0 164 0 1 0 -1 -1 26 20 0 0
 2 0 0 13 3 140 7.28 0 2.828 0 0 0 28 15
 4 0 0 57 2 224 9.22 0 0 0 0 0 33 24
 4 0 37 18 155 26 1 0 0 0 22 21 17 16
 2 0 3 0 57 12 4.123 0 7.071 0 18 10 13 9
 4 0 21 23 32 97 1 0 0 0 21 20 22 24
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 3 0 38 5 49 37 0 0 3.162 0 23 23 6 10
 2 0 10 18 61 50 3 0 1 0 12 15 27 23
