class last.change n5.d3 n5.d4 n10.d3 n10.d4 dist.d3 last.d3 last.d4 dist.d4  r3.sdl r3.sap r4.sdl r4.sap
 4 0 1 35 27 86 4.472 0 0 0 16 9 32 26
 2 0 3 0 68 23 4.243 0 8 0 20 8 13 7
 2 0 0 0 2 0 5.385 0 -1 -1 0 0 0 0
 1 0 0 0 13 4 8 0 8.544 0 5 0 0 0
 2 15 21 8 49 48 2.828 0 2.828 0 9 16 7 6
 2 0 0 0 27 9 7.071 0 8.544 0 5 0 16 1
 3 0 77 4 214 21 0 0 4.243 0 34 29 5 7
 4 0 0 51 12 185 5.385 0 0 0 0 0 15 23
 1 0 22 0 57 7 2.236 0 7.071 0 9 8 0 0
 2 0 19 0 33 0 1 0 -1 -1 14 20 0 0
 3 0 3 74 6 241 0 0 1 0 7 0 18 25
 2 23 0 0 20 5 7.28 0 8.544 0 13 5 0 0
 2 0 0 3 0 89 -1 -1 4.123 0 0 0 11 11
 4 0 0 59 11 193 6.708 0 0 0 21 8 25 24
 2 0 0 1 28 37 6.325 0 5 0 0 0 0 0
 2 0 2 4 102 4 4.472 0 3 0 7 13 5 3
 2 0 0 0 0 3 -1 -1 6.325 0 0 0 0 0
 2 23 10 0 29 17 3 0 6.708 0 5 6 0 0
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 3 0 52 0 162 2 0 0 7.071 0 26 21 0 0
 2 23 0 0 8 3 8.544 0 7.616 0 0 0 0 0
 2 0 3 0 34 7 4.243 0 8.602 0 0 0 5 6
 2 23 0 6 13 46 6.708 0 3.162 0 0 0 24 1
 4 0 32 18 126 67 1 0 0 0 28 26 16 16
 2 0 1 0 8 1 4.472 0 9.849 0 0 0 0 0
 2 21 33 1 120 45 1.414 0 5 0 20 21 0 0
 2 22 2 0 42 57 4.472 0 5.831 0 25 3 23 4
 4 0 37 44 122 186 1 0 0 0 22 21 24 21
 2 0 0 4 6 51 7.81 0 4.243 0 0 0 0 0
 2 23 0 32 0 145 -1 -1 1 0 0 0 21 2
 2 0 1 0 42 14 5 0 5.657 0 16 10 0 0
 4 0 27 54 112 204 1.414 0 0 0 14 18 33 26
 2 0 0 42 3 183 7.81 0 1.414 0 0 0 29 21
 3 0 63 15 171 47 0 0 2 0 28 24 21 2
 2 0 25 0 34 0 1 0 -1 -1 23 20 0 0
 2 0 0 0 51 1 6.403 0 10 0 5 10 0 0
 4 0 3 52 72 69 4.123 0 0 0 17 10 15 23
 2 23 0 43 0 97 -1 -1 1 0 0 0 32 3
 2 24 6 9 108 25 3.606 0 3.162 0 14 20 0 0
 4 0 0 21 0 50 -1 -1 0 0 0 0 21 23
 2 23 0 0 0 4 -1 -1 8.062 0 0 0 0 0
 4 0 31 50 186 87 2.236 0 0 0 19 16 22 23
 1 0 36 0 169 0 1.414 0 -1 -1 15 22 0 0
 2 0 0 1 1 35 10 0 5 0 0 0 0 0
 3 0 48 6 137 17 0 0 3 0 15 22 5 3
 3 0 61 20 182 76 0 0 3 0 28 27 20 20
 2 0 0 0 54 15 5.385 0 7 0 23 13 0 0
 2 0 4 0 31 23 4 0 6.325 0 5 8 5 4
 2 23 0 17 0 90 -1 -1 3 0 0 0 0 0
 2 23 0 10 0 102 -1 -1 4 0 0 0 0 0
 2 0 3 12 46 27 4.472 0 3 0 11 12 8 5
 3 0 81 0 276 14 0 0 6.403 0 24 23 11 4
 4 0 25 33 95 66 1.414 0 0 0 15 20 23 19
 2 0 8 24 40 103 3 0 1.414 0 9 13 32 15
 2 0 0 0 10 0 5.657 0 -1 -1 0 0 5 5
 2 0 17 0 33 0 2.828 0 -1 -1 6 10 0 0
 3 0 42 1 54 40 0 0 5 0 19 22 5 5
 2 0 5 0 32 8 3.606 0 7 0 13 3 0 0
 2 0 0 0 5 0 8.062 0 -1 -1 0 0 0 0
 2 0 0 0 4 5 9.434 0 9.22 0 0 0 0 0
 3 0 61 20 126 185 0 0 2.828 0 27 23 21 19
 3 0 81 0 312 4 0 0 8.944 0 32 26 0 0
 2 0 0 0 0 17 -1 -1 6.708 0 0 0 7 6
 2 0 15 16 58 64 2.236 0 1 0 22 13 19 20
 3 0 53 17 207 23 0 0 1.414 0 25 22 16 13
 2 0 0 1 15 24 6.403 0 5 0 0 0 5 5
 2 0 0 17 0 74 -1 -1 2.236 0 0 0 15 13
 3 0 46 0 131 0 0 0 -1 -1 29 26 0 0
 2 23 0 2 7 67 7.28 0 4.472 0 0 0 0 0
 2 23 0 0 3 0 8 0 -1 -1 0 0 0 0
 2 23 11 0 15 8 1.414 0 7.81 0 13 12 0 0
 2 0 0 18 4 30 7.28 0 1 0 0 0 13 20
 2 0 0 0 20 12 7.211 0 7.071 0 22 5 15 14
 4 0 0 81 46 271 6.325 0 0 0 12 13 33 26
 2 0 9 1 26 2 2.828 0 5 0 5 3 0 0
 2 23 0 0 0 9 -1 -1 8.062 0 0 0 0 0
 3 0 4 15 6 36 0 0 1 0 6 1 17 17
 2 0 2 0 13 1 3 0 9.849 0 5 0 0 0
 2 0 0 1 0 4 -1 -1 5 0 0 0 0 0
 4 0 0 41 17 91 7 0 0 0 0 0 23 22
 4 0 7 43 61 103 3.606 0 0 0 8 9 14 21
 2 0 39 0 116 55 1 0 6.083 0 25 22 18 7
 2 23 0 23 0 174 -1 -1 2.236 0 5 0 27 2
 2 23 26 0 75 6 1 0 5.831 0 14 22 0 0
 2 23 0 21 0 96 -1 -1 2.236 0 0 0 0 0
 2 0 12 0 76 16 2 0 7.616 0 15 18 11 9
 3 0 46 30 90 108 0 0 1.414 0 20 23 13 20
 2 0 1 0 18 26 4.123 0 7.211 0 6 8 9 12
 3 0 81 0 276 16 0 0 5.657 0 23 26 1 0
 2 23 0 28 2 85 8.062 0 1.414 0 0 0 24 3
 2 0 0 0 0 10 -1 -1 6 0 0 0 6 1
 2 0 0 0 58 4 6 0 8.944 0 0 0 5 9
 2 23 0 29 0 115 -1 -1 2 0 0 0 21 2
 1 0 0 0 45 4 6.325 0 8.944 0 21 8 0 0
 2 0 7 0 9 7 1 0 7 0 7 1 12 3
 2 23 0 0 0 4 -1 -1 8.246 0 0 0 0 0
 2 23 5 0 62 0 4 0 -1 -1 12 15 0 0
 2 0 0 0 5 36 8.062 0 5.657 0 0 0 12 8
 4 0 8 53 88 69 3.162 0 0 0 25 10 21 22
 2 23 42 0 94 7 1 0 6.403 0 18 22 0 0
 2 23 0 0 6 5 6 0 8.544 0 0 0 0 0
 2 0 1 0 19 2 5 0 9.22 0 13 7 0 0
 3 0 43 4 120 19 0 0 4 0 31 23 5 1
 3 0 44 2 121 58 0 0 5 0 25 22 21 13
 2 22 28 0 68 45 1 0 6.403 0 28 19 0 0
 4 0 12 63 53 161 2.236 0 0 0 23 19 23 22
 4 0 16 64 18 200 2 0 0 0 14 4 24 26
 4 0 2 11 3 44 2.828 0 0 0 9 7 12 18
 2 0 2 0 6 4 2 0 9.22 0 5 0 0 0
 2 23 0 4 5 87 8 0 3.606 0 0 0 0 0
 3 0 64 0 183 7 0 0 5.385 0 36 28 8 10
 3 0 60 0 190 0 0 0 -1 -1 27 24 8 11
 4 0 0 80 55 163 5.657 0 0 0 11 5 33 27
 2 23 0 0 0 2 -1 -1 9.899 0 0 0 0 0
 2 0 0 2 55 7 5.099 0 1 0 5 6 9 1
 2 0 0 2 22 25 5.657 0 4.123 0 5 5 0 0
 4 0 17 41 88 73 2.236 0 0 0 9 17 19 20
 4 0 39 25 125 30 2 0 0 0 22 14 31 24
 2 23 0 0 1 13 10 0 5.385 0 0 0 0 0
 4 0 17 50 22 267 1 0 0 0 14 11 30 24
 2 0 0 0 0 3 -1 -1 9.434 0 0 0 8 5
 2 0 32 0 125 12 1 0 7 0 20 24 0 0
 3 0 74 0 233 0 0 0 -1 -1 23 25 0 0
 2 15 6 2 66 8 4.243 0 3.606 0 5 10 0 0
 2 0 13 0 18 3 1 0 9.899 0 14 15 5 1
 2 15 0 0 2 3 9.487 0 9.055 0 0 0 0 0
 2 0 0 16 30 27 5.099 0 2.828 0 5 5 5 6
 4 0 3 64 44 152 4 0 0 0 7 7 22 22
 2 23 33 0 87 7 1 0 7.81 0 25 21 0 0
 3 0 48 0 117 29 0 0 6 0 27 24 0 0
 2 21 27 4 84 62 1 0 4.243 0 21 21 0 0
 2 0 22 4 104 4 2.828 0 2.828 0 14 17 5 0
 2 0 0 0 30 24 5.099 0 5.385 0 0 0 5 2
 1 0 4 7 8 52 3.162 0 1 0 2 0 0 0
 4 0 0 34 17 50 5.099 0 0 0 5 0 15 20
 2 23 0 15 0 49 -1 -1 1 0 0 0 0 0
 2 15 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 23 0 26 2 69 9 0 1.414 0 0 0 0 0
 4 0 0 81 6 309 9.434 0 0 0 0 0 26 30
 2 0 10 0 26 1 1 0 9.22 0 16 14 0 0
 4 0 16 57 30 263 1 0 0 0 15 12 32 29
 4 0 0 55 8 141 7.28 0 0 0 5 0 27 29
 2 25 43 0 145 25 1 0 6 0 32 26 0 0
 3 0 46 0 182 0 0 0 -1 -1 25 22 0 0
 2 23 2 0 5 21 4.472 0 6.403 0 12 3 13 2
 2 0 16 1 38 1 1 0 3.606 0 14 20 0 0
 2 23 0 8 2 66 7.071 0 3.606 0 0 0 23 1
 2 0 0 3 27 29 5.831 0 4.472 0 11 6 5 6
 2 0 0 2 0 32 -1 -1 4.472 0 0 0 0 0
 3 0 53 17 102 108 0 0 2.236 0 17 25 19 20
 2 21 52 19 131 100 1 0 2.236 0 23 20 22 3
 2 23 11 0 29 19 2 0 6.403 0 6 6 0 0
 2 0 0 0 21 12 7.81 0 6.708 0 5 6 10 3
 2 23 17 0 105 6 3.162 0 7.28 0 25 11 0 0
 2 0 0 0 22 36 6.083 0 6.708 0 15 3 5 6
 2 23 0 3 8 7 8.062 0 4 0 0 0 0 0
 2 23 0 0 17 4 5.657 0 7.071 0 5 3 0 0
 4 0 0 78 25 268 5.831 0 0 0 10 8 32 28
 2 23 0 46 3 188 7.616 0 1 0 0 0 23 2
 2 0 0 8 5 26 8.485 0 2.828 0 0 0 0 0
 2 0 20 0 40 0 1.414 0 -1 -1 23 18 0 0
 2 23 0 0 4 35 8 0 6.403 0 0 0 0 0
 1 0 0 0 45 3 7.211 0 8.246 0 15 15 0 0
 2 0 0 5 3 96 6 0 3.162 0 0 0 5 10
 2 15 8 10 8 59 2 0 3.606 0 8 6 19 4
 2 0 0 0 3 1 9.22 0 9.849 0 0 0 0 0
 2 15 2 34 4 113 3.162 0 1.414 0 0 0 30 8
 2 22 32 8 123 80 1.414 0 3.606 0 14 20 0 0
 2 0 24 0 116 2 1.414 0 9.487 0 23 21 0 0
 4 0 0 75 23 208 8.246 0 0 0 5 8 27 25
 2 0 2 0 18 4 4.472 0 9.055 0 5 0 0 0
 1 0 24 1 102 26 1.414 0 4.472 0 19 22 0 0
 3 0 63 11 161 76 0 0 2 0 35 24 14 13
 2 0 13 0 81 20 2.828 0 6.325 0 12 12 10 9
 1 0 4 11 12 69 2.828 0 2 0 5 7 0 0
 2 0 24 0 72 74 1 0 5.099 0 16 21 13 10
 4 0 2 51 68 67 4.472 0 0 0 0 0 15 22
 3 0 29 6 107 23 0 0 1 0 23 21 18 4
 2 0 7 0 65 32 4.123 0 6 0 25 12 0 0
 2 0 0 0 0 4 -1 -1 6.708 0 0 0 0 0
 3 0 57 16 81 108 0 0 2.236 0 27 22 5 5
 4 0 1 76 50 257 5 0 0 0 20 5 31 23
 3 0 23 0 49 14 0 0 7.071 0 22 21 10 2
 3 0 63 15 102 134 0 0 2.236 0 22 23 11 20
 2 0 10 0 10 0 1 0 -1 -1 16 17 0 0
 2 23 0 0 5 8 6.083 0 7.616 0 0 0 0 0
 3 0 46 0 150 4 0 0 8 0 23 22 0 0
 2 23 8 3 55 3 2.828 0 1 0 15 13 11 2
 3 0 46 34 149 118 0 0 2.236 0 26 23 26 22
 3 0 81 0 252 52 0 0 5.099 0 29 25 5 0
 2 0 6 4 56 23 3.162 0 4 0 12 6 2 0
 2 0 3 0 22 1 4.123 0 5.831 0 0 0 0 0
 4 0 8 22 10 81 1 0 0 0 12 12 22 22
 2 0 0 0 0 17 -1 -1 6.083 0 0 0 5 7
 3 0 50 0 175 0 0 0 -1 -1 29 24 0 0
 4 0 25 51 96 157 2 0 0 0 24 13 18 21
 2 23 32 0 66 0 1 0 -1 -1 25 22 0 0
 2 0 2 0 26 6 4.472 0 7.211 0 5 5 0 0
 2 23 0 0 0 2 -1 -1 9.487 0 0 0 0 0
 2 15 0 0 45 8 5.657 0 6.083 0 5 6 0 0
 3 0 15 0 45 1 0 0 9.849 0 22 18 0 0
 2 0 17 2 81 10 1 0 5 0 20 19 0 0
 2 0 2 0 15 24 4 0 8.062 0 3 0 16 13
 3 0 71 1 218 4 0 0 5 0 31 25 0 0
 2 0 3 1 35 2 4.123 0 5 0 7 9 0 0
 3 0 72 0 198 22 0 0 7 0 23 24 5 0
 2 23 0 45 0 184 -1 -1 1 0 0 0 32 4
 3 0 31 0 71 0 0 0 -1 -1 26 20 0 0
 2 18 18 3 54 3 1.414 0 2 0 19 13 0 0
 2 0 0 0 0 6 -1 -1 9 0 0 0 5 0
 2 0 0 0 13 4 7.071 0 7 0 0 0 0 0
 2 23 2 21 2 41 3.162 0 2 0 5 3 0 0
 2 18 27 16 120 61 1 0 2.236 0 17 20 16 6
 4 0 0 31 14 102 7.071 0 0 0 5 11 16 23
 1 0 0 0 44 2 6.403 0 9.22 0 0 0 0 0
 2 0 0 0 0 9 -1 -1 8 0 0 0 0 0
 2 0 4 0 19 0 3.162 0 -1 -1 5 0 0 0
 2 0 19 27 141 58 1.414 0 2 0 24 22 19 8
 2 23 2 3 2 29 3 0 2.236 0 0 0 0 0
 2 0 3 3 32 3 3.606 0 3.162 0 11 6 0 0
 2 23 0 4 5 42 5.831 0 4.123 0 0 0 0 0
 2 0 0 0 3 0 9.22 0 -1 -1 0 0 0 0
 2 23 0 0 0 54 -1 -1 7.071 0 0 0 0 0
 3 0 62 11 149 30 0 0 2.828 0 30 24 5 3
 3 0 71 9 251 23 0 0 2.236 0 22 23 18 8
 3 0 79 2 253 25 0 0 4 0 28 25 5 7
 4 0 0 32 0 99 -1 -1 0 0 0 0 27 22
 4 0 2 35 11 120 1.414 0 0 0 8 0 26 23
 2 0 2 0 66 13 5 0 7.28 0 14 4 19 2
 2 0 0 19 0 72 -1 -1 1 0 5 6 22 15
 3 0 39 25 83 92 0 0 2 0 26 23 14 20
 4 0 0 47 0 103 -1 -1 0 0 0 0 25 22
 1 0 0 0 1 6 10 0 7 0 0 0 0 0
 1 0 17 0 50 4 1.414 0 8.062 0 5 8 0 0
 4 0 0 76 24 154 5.385 0 0 0 6 12 24 23
 2 0 0 0 3 7 9.22 0 6.325 0 0 0 0 0
 2 0 2 0 41 3 3.606 0 5.831 0 5 0 0 0
 2 23 0 0 0 3 -1 -1 9.899 0 0 0 0 0
 2 0 0 0 4 28 7.616 0 6.403 0 0 0 10 10
 2 0 0 0 0 26 -1 -1 5.385 0 0 0 5 12
 4 0 28 30 87 67 1.414 0 0 0 13 24 21 24
 4 0 8 72 30 270 3 0 0 0 13 2 26 30
 1 0 13 0 20 0 2.828 0 -1 -1 10 15 0 0
 2 23 0 0 0 35 -1 -1 6 0 0 0 0 0
 3 0 28 41 68 142 0 0 1.414 0 22 23 23 19
 2 0 0 14 9 71 6.083 0 2.236 0 0 0 12 6
 2 0 1 2 53 2 5 0 1.414 0 18 14 5 0
 2 15 2 48 12 125 2.828 0 1 0 0 0 31 11
 4 0 9 65 50 215 3.162 0 0 0 19 8 24 24
 2 0 0 0 1 4 9.487 0 5.099 0 0 0 0 0
 3 0 63 0 211 0 0 0 -1 -1 24 26 0 0
 4 0 0 81 32 279 6.403 0 0 0 0 0 30 26
 2 23 0 26 26 46 5.831 0 1.414 0 8 10 15 2
 2 15 0 2 2 54 9.055 0 4 0 5 7 21 1
 1 0 11 0 110 2 3.162 0 9.22 0 28 14 0 0
 1 0 8 0 77 0 3.162 0 -1 -1 23 18 0 0
 4 0 0 60 0 190 -1 -1 0 0 0 0 34 25
 2 0 0 0 4 18 8.544 0 7 0 0 0 10 6
 3 0 81 0 270 38 0 0 6.083 0 27 26 5 0
 2 0 0 36 22 87 6.083 0 1.414 0 0 0 17 20
 2 23 4 0 21 2 2 0 5.099 0 6 6 0 0
 4 0 0 80 8 255 8.944 0 0 0 5 6 25 24
 2 0 1 0 26 32 5 0 6.325 0 13 4 0 0
 2 23 4 0 5 18 4 0 7.81 0 20 2 0 0
 1 0 11 3 107 5 3.606 0 3 0 8 8 0 0
 3 0 81 0 313 3 0 0 9.22 0 29 26 0 0
 3 0 27 11 29 21 0 0 2.828 0 18 18 9 6
 3 0 42 16 177 23 0 0 1 0 19 22 15 11
 4 0 52 16 141 86 1 0 0 0 24 23 29 25
 2 0 12 4 25 21 2.828 0 4.123 0 5 5 0 0
 4 0 3 72 97 177 5 0 0 0 13 7 25 24
 2 0 0 0 6 2 7.071 0 9.055 0 0 0 0 0
 2 15 3 16 10 134 3 0 2.236 0 5 5 12 9
 2 0 26 0 113 17 1.414 0 6 0 22 23 6 7
 2 0 0 2 0 62 -1 -1 5 0 0 0 19 19
 1 0 25 1 65 7 2 0 4.123 0 10 15 0 0
 4 0 1 76 9 185 5 0 0 0 0 0 32 28
 4 0 9 46 29 129 2.828 0 0 0 13 9 23 20
 2 0 13 0 41 1 3 0 8.544 0 14 7 0 0
 2 0 1 0 37 18 5 0 8.062 0 0 0 10 5
 2 0 0 0 0 9 -1 -1 8.062 0 0 0 8 6
 3 0 39 13 116 70 0 0 2 0 21 23 14 20
 4 0 13 24 55 102 1.414 0 0 0 18 18 25 21
 2 0 3 13 3 113 2.828 0 2 0 5 2 14 16
 2 23 0 4 0 31 -1 -1 4.243 0 0 0 28 2
 4 0 0 74 23 152 5.831 0 0 0 5 5 24 22
 3 0 65 16 221 77 0 0 2 0 22 26 23 11
 2 23 0 0 0 12 -1 -1 8.062 0 0 0 0 0
 2 0 24 0 115 11 2 0 7.071 0 19 16 11 11
 2 23 0 27 0 187 -1 -1 1.414 0 5 5 0 0
 2 0 0 0 3 7 7.28 0 7.616 0 5 6 0 0
 3 0 59 22 121 194 0 0 2.236 0 25 23 22 16
 2 23 13 0 26 6 2 0 7.81 0 19 16 0 0
 3 0 56 22 156 49 0 0 1 0 24 21 22 16
 4 0 7 33 27 60 4 0 0 0 0 0 21 21
 1 0 30 0 155 5 2.236 0 5.831 0 26 19 0 0
 2 15 17 0 109 0 2.828 0 -1 -1 19 19 19 3
 1 0 27 0 143 0 1 0 -1 -1 30 23 0 0
 2 0 0 3 3 7 5.385 0 2.828 0 0 0 5 0
 2 0 16 1 21 1 2 0 3.606 0 6 10 0 0
 2 0 28 0 92 14 1 0 8 0 23 20 0 0
 4 0 1 52 21 177 5 0 0 0 10 10 22 25
 3 0 60 17 141 106 0 0 1.414 0 27 23 20 18
 3 0 46 0 151 5 0 0 6 0 23 23 5 0
 2 23 0 0 5 24 7.071 0 6.083 0 0 0 0 0
 2 0 3 5 36 44 4.123 0 4 0 17 11 23 13
 2 0 7 0 20 0 3.162 0 -1 -1 4 0 0 0
 2 0 3 0 17 1 3.606 0 7.211 0 0 0 0 0
 4 0 44 19 180 30 2 0 0 0 21 18 14 15
 2 0 0 0 13 1 7.211 0 10 0 0 0 5 6
 2 23 0 3 0 9 -1 -1 4.243 0 0 0 0 0
 2 0 21 3 104 25 2 0 4.472 0 20 19 11 10
 1 0 0 0 65 0 5.831 0 -1 -1 21 15 0 0
 2 23 0 0 3 2 9.434 0 5.831 0 0 0 0 0
 2 0 0 0 0 26 -1 -1 6.708 0 0 0 11 8
 2 23 0 1 16 7 7.071 0 5 0 0 0 0 0
 4 0 38 42 81 125 1 0 0 0 21 23 19 22
 3 0 34 3 94 17 0 0 4 0 15 22 5 6
 4 0 20 24 76 85 1.414 0 0 0 20 19 23 23
 2 0 3 0 11 0 2.828 0 -1 -1 0 0 5 0
 1 0 19 0 127 6 3.606 0 8.544 0 29 13 0 0
 4 0 14 4 120 4 2.236 0 0 0 20 19 11 15
 4 0 16 33 19 86 1.414 0 0 0 8 9 24 20
 2 23 3 13 61 40 4 0 2.236 0 23 15 18 2
 3 0 38 19 85 110 0 0 1 0 23 23 24 19
 2 15 30 8 49 54 2.236 0 2.236 0 26 13 9 2
 2 0 2 0 50 20 5 0 7.071 0 13 16 5 0
 3 0 66 3 174 11 0 0 2.828 0 30 23 7 9
 2 15 0 0 20 0 6 0 -1 -1 11 16 0 0
 2 23 20 7 97 17 2.236 0 2.236 0 7 12 0 0
 4 0 1 19 2 88 5 0 0 0 0 0 17 22
 2 23 0 0 0 59 -1 -1 5.831 0 0 0 29 4
 2 0 0 0 25 31 7 0 5.385 0 5 0 0 0
 3 0 4 17 11 27 0 0 1.414 0 5 0 11 14
 2 23 2 0 25 27 1 0 5.385 0 6 11 0 0
 2 0 0 0 2 5 5.831 0 5.831 0 2 0 0 0
 3 0 36 0 109 0 0 0 -1 -1 23 22 0 0
 2 0 4 0 19 0 4.243 0 -1 -1 5 3 0 0
 2 0 3 7 25 52 4 0 3.162 0 19 3 17 13
 3 0 49 2 101 13 0 0 4.123 0 14 22 5 1
 2 23 1 26 2 69 4.123 0 1 0 0 0 25 2
 4 0 10 68 21 268 2.236 0 0 0 18 5 30 26
 2 23 43 1 121 5 1 0 4.472 0 23 19 0 0
 3 0 2 4 2 44 0 0 2.236 0 7 0 6 9
 2 0 1 0 12 3 4.123 0 8.944 0 5 0 2 0
 3 0 58 10 124 77 0 0 3.606 0 23 23 15 11
 2 0 0 0 4 0 5.099 0 -1 -1 5 7 0 0
 2 0 1 0 4 1 5 0 10 0 0 0 5 0
 2 0 0 0 19 8 7.071 0 7.81 0 7 8 0 0
 4 0 24 34 89 64 1 0 0 0 14 19 24 18
 4 0 8 34 44 91 2.828 0 0 0 21 14 19 19
 3 0 81 0 272 7 0 0 5.099 0 32 27 0 0
 2 15 0 0 0 20 -1 -1 7.28 0 0 0 0 0
 2 0 0 0 65 14 5.385 0 7.81 0 19 19 7 7
 2 0 0 0 20 2 5.099 0 8.246 0 2 0 0 0
 3 0 43 38 144 136 0 0 1.414 0 25 25 23 24
 4 0 0 50 0 119 -1 -1 0 0 0 0 23 23
 3 0 79 0 236 0 0 0 -1 -1 30 27 0 0
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 4 0
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 0 0 12 4 7.28 0 7 0 16 2 0 0
 2 23 39 2 132 4 1 0 4.123 0 23 22 0 0
 2 0 0 0 15 0 6.403 0 -1 -1 0 0 0 0
 2 23 0 0 10 0 6.083 0 -1 -1 5 4 0 0
 1 0 11 0 119 9 4.243 0 7.211 0 9 16 0 0
 2 0 0 0 7 6 8 0 9 0 0 0 0 0
 2 0 1 0 68 24 5 0 5.831 0 5 4 5 3
 4 0 5 62 47 117 3.162 0 0 0 7 11 23 24
 3 0 63 1 179 25 0 0 5 0 24 22 5 0
 2 23 0 0 27 0 7.071 0 -1 -1 16 2 0 0
 2 23 0 27 3 124 9.22 0 1.414 0 5 0 21 2
 4 0 13 67 21 214 2 0 0 0 10 14 26 26
 2 0 0 0 2 59 9.22 0 6.325 0 5 0 26 3
 3 0 70 3 214 5 0 0 4.243 0 24 24 5 3
 2 0 3 0 15 1 2.236 0 6.325 0 11 8 0 0
 2 15 0 5 0 36 -1 -1 3.606 0 0 0 0 0
 2 23 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 1 0 16 0 97 0 2.828 0 -1 -1 21 7 0 0
 2 23 0 35 7 128 8.062 0 1 0 3 0 22 2
 4 0 0 81 8 267 8.062 0 0 0 0 0 32 26
 3 0 80 0 279 0 0 0 -1 -1 29 24 0 0
 3 0 53 4 198 4 0 0 3.162 0 23 24 0 0
 1 0 3 2 83 5 5 0 4.123 0 21 1 0 0
 1 0 0 0 96 0 5.099 0 -1 -1 19 18 0 0
 3 0 45 0 71 45 0 0 5.657 0 27 23 0 0
 3 0 66 0 170 21 0 0 6.403 0 32 25 0 0
 2 23 15 0 27 0 1.414 0 -1 -1 12 15 0 0
 2 0 0 0 20 3 7 0 8.246 0 0 0 0 0
 2 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0
 2 0 3 0 17 1 2 0 6.403 0 1 0 0 0
 2 0 0 8 6 20 5.385 0 2 0 0 0 10 8
 2 23 0 0 2 3 9.055 0 8.944 0 0 0 0 0
 2 23 0 1 46 3 5.657 0 5 0 16 9 0 0
 2 23 0 3 0 28 -1 -1 4 0 0 0 0 0
 2 0 0 4 7 28 5.099 0 3.162 0 0 0 5 5
 2 0 3 0 23 1 4.243 0 10 0 5 5 5 2
 2 0 2 0 19 0 4.123 0 -1 -1 11 4 0 0
 4 0 38 43 108 164 1.414 0 0 0 28 23 31 21
 3 0 48 9 78 51 0 0 3.606 0 27 22 7 11
 3 0 39 7 162 7 0 0 1 0 35 25 13 11
 2 23 0 12 15 47 6.325 0 2.236 0 0 0 0 0
 4 0 12 57 74 66 3 0 0 0 13 9 24 21
 4 0 10 32 71 70 2.236 0 0 0 16 14 32 21
 2 0 0 7 8 40 8.602 0 3.162 0 15 2 19 18
 3 0 11 2 15 13 0 0 2 0 16 20 5 4
 1 0 15 0 80 16 2.236 0 6.403 0 30 21 0 0
 4 0 36 19 154 19 2 0 0 0 23 20 20 21
 4 0 13 40 97 58 3.606 0 0 0 20 11 23 24
 2 0 2 2 3 6 4 0 4.123 0 0 0 0 0
 2 0 2 0 24 4 4.472 0 7.211 0 17 1 0 0
 2 0 0 0 3 0 9.055 0 -1 -1 0 0 5 5
 2 15 0 0 7 0 8.602 0 -1 -1 5 7 0 0
 4 0 8 50 12 129 3 0 0 0 8 6 30 24
 2 0 0 10 0 52 -1 -1 2.828 0 0 0 5 8
 2 23 0 21 2 102 9.434 0 1 0 0 0 23 1
 3 0 62 0 175 4 0 0 7.81 0 32 24 0 0
 2 0 20 0 33 0 1 0 -1 -1 14 23 0 0
 2 0 15 0 33 9 1 0 9.22 0 18 13 5 2
 2 19 3 5 48 15 4.472 0 2.828 0 5 8 0 0
 1 0 2 0 40 0 5 0 -1 -1 24 3 0 0
 2 0 15 0 25 0 1 0 -1 -1 11 18 0 0
 3 0 81 0 238 23 0 0 5.099 0 31 25 20 2
 2 0 0 0 6 12 9 0 7.211 0 5 6 0 0
 2 0 14 6 62 62 3 0 4 0 13 13 5 6
 2 0 2 7 2 7 2.236 0 2.828 0 0 0 13 2
 2 0 19 0 83 40 2.828 0 5.099 0 15 18 18 5
 3 0 67 13 110 143 0 0 3.606 0 24 22 19 18
 2 0 0 0 57 17 6 0 6.708 0 8 8 20 6
 2 23 0 4 40 14 5.099 0 4 0 8 6 0 0
 2 0 15 0 31 0 2 0 -1 -1 13 18 0 0
 2 0 9 0 40 0 2.236 0 -1 -1 5 8 0 0
 2 0 0 1 3 14 8.544 0 5 0 0 0 0 0
 2 0 0 0 13 0 6.708 0 -1 -1 5 1 0 0
 3 0 32 17 116 17 0 0 1 0 28 29 15 15
 3 0 21 0 41 1 0 0 9.22 0 26 19 0 0
 3 0 42 33 148 107 0 0 2.236 0 22 24 28 19
 2 0 10 20 30 27 3 0 1 0 15 6 20 19
 2 15 0 17 3 75 6 0 3 0 0 0 0 0
 2 0 4 1 19 2 3.606 0 4.472 0 14 1 0 0
 2 23 0 2 0 6 -1 -1 4.472 0 0 0 0 0
 1 0 17 0 51 2 1.414 0 9.055 0 11 15 0 0
 2 0 0 5 8 12 6 0 3.162 0 0 0 0 0
 3 0 26 0 26 0 0 0 -1 -1 19 20 0 0
